release_code,publication,series_code,category,sub_category,sub_component,price_type,metric,frequency,value,date,seasonal_adjustment
P0441,Gross domestic product,QRU1010P,Value added at basic prices,Personal services,,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.597527074,2016-07-01,Actual values
P0441,Gross domestic product,QRU1011P,Value added at basic prices,Value added at basic prices (total),,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.021221527,2016-07-01,Actual values
P0441,Gross domestic product,QRU1012P,Taxes less subsidies on products,Taxes less subsidies on products,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-0.250679468,2016-07-01,Actual values
P0441,Gross domestic product,QRU1000P,GDP at market prices,GDP at market prices,,Constant 2015 prices,Year-on-year percentage change,Quarterly,0.895405205,2016-07-01,Actual values
P0441,Gross domestic product,QRU1015P,Value added at basic prices,Primary industries,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-1.807305231,2016-07-01,Actual values
P0441,Gross domestic product,QRU1016P,Value added at basic prices,Secondary industries,,Constant 2015 prices,Year-on-year percentage change,Quarterly,0.320123923,2016-07-01,Actual values
P0441,Gross domestic product,QRU1017P,Value added at basic prices,Tertiary industries,,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.550132377,2016-07-01,Actual values
P0441,Gross domestic product,QRU2010P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure (total),Constant 2015 prices,Year-on-year percentage change,Quarterly,1.03958987,2016-07-01,Actual values
P0441,Gross domestic product,QRU2011P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by households,Constant 2015 prices,Year-on-year percentage change,Quarterly,0.763408516,2016-07-01,Actual values
P0441,Gross domestic product,QRU2012P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by general government,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.956968254,2016-07-01,Actual values
P0441,Gross domestic product,QRU2020P,Expenditure on GDP,Gross capital formation,Gross capital formation (total),Constant 2015 prices,Year-on-year percentage change,Quarterly,-6.634659833,2016-07-01,Actual values
P0441,Gross domestic product,QRU2021P,Expenditure on GDP,Gross capital formation,Gross fixed capital formation,Constant 2015 prices,Year-on-year percentage change,Quarterly,-6.880110294,2016-07-01,Actual values
P0441,Gross domestic product,QRU2030P,Expenditure on GDP,Gross domestic expenditure,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-0.447042419,2016-07-01,Actual values
P0441,Gross domestic product,QRU2040P,Expenditure on GDP,Exports of goods and services,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-1.245841072,2016-07-01,Actual values
P0441,Gross domestic product,QRU2050P,Expenditure on GDP,Imports of goods and services,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-4.382083837,2016-07-01,Actual values
P0441,Gross domestic product,QRU2000P,Expenditure on GDP,Expenditure on GDP (total),,Constant 2015 prices,Year-on-year percentage change,Quarterly,0.502691177,2016-07-01,Actual values
P0441,Gross domestic product,QRU3010P,Final consumption expenditure by households,Food and non-alcoholic beverages,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-0.170524534,2016-07-01,Actual values
P0441,Gross domestic product,QRU3020P,Final consumption expenditure by households,"Alcoholic beverages, tobacco and narcotics",,Constant 2015 prices,Year-on-year percentage change,Quarterly,3.419138647,2016-07-01,Actual values
P0441,Gross domestic product,QRU3030P,Final consumption expenditure by households,Clothing and footwear,,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.008901684,2016-07-01,Actual values
P0441,Gross domestic product,QRU3040P,Final consumption expenditure by households,"Housing, water, electricity, gas and other fuels",,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.860184478,2016-07-01,Actual values
P0441,Gross domestic product,QRU3050P,Final consumption expenditure by households,"Furnishings, household equipment, maintenance",,Constant 2015 prices,Year-on-year percentage change,Quarterly,2.375903803,2016-07-01,Actual values
P0441,Gross domestic product,QRU3060P,Final consumption expenditure by households,Health,,Constant 2015 prices,Year-on-year percentage change,Quarterly,4.086149579,2016-07-01,Actual values
P0441,Gross domestic product,QRU3070P,Final consumption expenditure by households,Transport,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-3.114157569,2016-07-01,Actual values
P0441,Gross domestic product,QRU3080P,Final consumption expenditure by households,Communication,,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.937453567,2016-07-01,Actual values
P0441,Gross domestic product,QRU3090P,Final consumption expenditure by households,Recreation and culture,,Constant 2015 prices,Year-on-year percentage change,Quarterly,4.200145051,2016-07-01,Actual values
P0441,Gross domestic product,QRU3100P,Final consumption expenditure by households,Education,,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.977799451,2016-07-01,Actual values
P0441,Gross domestic product,QRU3110P,Final consumption expenditure by households,Restaurants and hotels,,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.891191096,2016-07-01,Actual values
P0441,Gross domestic product,QRU3120P,Final consumption expenditure by households,Miscellaneous goods and services,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-1.112412914,2016-07-01,Actual values
P0441,Gross domestic product,QRU3210P,Final consumption expenditure by households,Durable goods,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-6.033227685,2016-07-01,Actual values
P0441,Gross domestic product,QRU3220P,Final consumption expenditure by households,Semi-durable goods,,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.579265659,2016-07-01,Actual values
P0441,Gross domestic product,QRU3230P,Final consumption expenditure by households,Non-durable goods,,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.755107951,2016-07-01,Actual values
P0441,Gross domestic product,QRU3240P,Final consumption expenditure by households,Services,,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.305293561,2016-07-01,Actual values
P0441,Gross domestic product,QRU4020P,Gross fixed capital formation (type of organisation),General government,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-5.433195055,2016-07-01,Actual values
P0441,Gross domestic product,QRU4030P,Gross fixed capital formation (type of organisation),Public corporations,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-14.30792989,2016-07-01,Actual values
P0441,Gross domestic product,QRU4040P,Gross fixed capital formation (type of organisation),Private business enterprises,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-5.241941461,2016-07-01,Actual values
P0441,Gross domestic product,QRU4050P,Gross fixed capital formation (type of asset),Residential buildings,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-2.897303002,2016-07-01,Actual values
P0441,Gross domestic product,QRU4060P,Gross fixed capital formation (type of asset),Non-residential buildings,,Constant 2015 prices,Year-on-year percentage change,Quarterly,3.821202251,2016-07-01,Actual values
P0441,Gross domestic product,QRU4070P,Gross fixed capital formation (type of asset),Construction works,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-8.242845287,2016-07-01,Actual values
P0441,Gross domestic product,QRU4080P,Gross fixed capital formation (type of asset),Transport equipment,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-16.843991477,2016-07-01,Actual values
P0441,Gross domestic product,QRU4160P,Gross fixed capital formation (type of asset),Machinery and other equipment (includes computers and related equipment),,Constant 2015 prices,Year-on-year percentage change,Quarterly,-8.831289175,2016-07-01,Actual values
P0441,Gross domestic product,QRU4170P,Gross fixed capital formation (type of asset),"Other assets (includes research and development, computer software, mineral exploration and cultivated biological resources)",,Constant 2015 prices,Year-on-year percentage change,Quarterly,6.080348267,2016-07-01,Actual values
P0441,Gross domestic product,QRU4150P,Gross fixed capital formation (type of asset),Transfer costs,,Constant 2015 prices,Year-on-year percentage change,Quarterly,-0.159194581,2016-07-01,Actual values
P0441,Gross domestic product,QRS1001P,Value added at basic prices,"Agriculture, forestry and fishing",,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-4.874581941,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRS1002P,Value added at basic prices,Mining and quarrying,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.793446174,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRS1003P,Value added at basic prices,Manufacturing,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.360432297,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRS1004P,Value added at basic prices,"Electricity, gas and water",,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.138275751,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRS1005P,Value added at basic prices,Construction,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.230914154,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRS1006P,Value added at basic prices,"Trade, catering and accommodation",,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.400207118,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRS1007P,Value added at basic prices,"Transport, storage and communication",,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.476077508,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRS1008P,Value added at basic prices,"Finance, real estate and business services",,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.290531587,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRS1009P,Value added at basic prices,General government services,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.417794504,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRS1010P,Value added at basic prices,Personal services,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.253633975,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRS1011P,Value added at basic prices,Value added at basic prices (total),,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.073376568,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRS1012P,Taxes less subsidies on products,Taxes less subsidies on products,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.555877403,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRS1000P,GDP at market prices,GDP at market prices,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.012183102,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRS1015P,Value added at basic prices,Primary industries,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-1.932311921,2016-07-01,Seasonally adjusted and annualised values
